i	xhat	x_rek	x_srk	x_gerk_ad	x_gerk_bd
449	2.38269537524438	1.39498902579913	2.6017045764749	2.79297733310616	2.38233142498393
450	0	0.858717098504275	0	0.452017957169648	0
451	0	1.05330189956267	0.483004906855271	0.15876165403658	0
452	0	1.50852440524183	1.23918561317948	1.84468396148689	0
453	0	1.31488682418741	0.657984376020975	0.849427262964292	0
454	0	0.520115979239377	0	0	0
455	0	1.10472678546056	0	0	0
456	0	0.476540614178265	0	0.40595430056154	0
457	0	0.474437103596438	0	0	0
458	0	1.18664287000642	1.47466888026424	0.61968026078568	0
459	0	1.66760071473702	0.894858020018015	0.375082070058097	0
460	0	1.13744594600022	0.333022778483077	0.440748033704406	0
461	0	0.909552854889762	0.18319696362172	0.272252207438695	0
462	0	0.332648872229493	0	0	0
463	2.59207633561261	0.994208465173078	1.43456812918387	1.38851588628803	2.58988837811343
464	0	1.05964561279222	0.930247631931888	0.693735427044063	0
465	0	0.680247466429572	0.421953419123209	0.158621891056917	0
466	0	0.782534499904057	0.753311144183952	0.484975739692105	0
467	0	0.292986557880956	0	0	0
468	0.869240492580173	0.486719028766774	0	0	0.868241976195893
469	0	0.853429194096579	1.22555131403546	0.40381877688659	0
470	0	1.33122470416865	0.211042634550443	0.478670027988683	0
471	0	0.154364000820517	0.495410599447931	0.602919315252104	0
472	0	1.26413654116128	1.68898972064704	1.36728759107305	0
473	0	0.783137293633917	0.324306463073675	0.292934701450385	0
474	0	1.84572911456488	2.14620156455346	1.89021030275622	0
475	0	0.994525068515942	0.880606759580228	1.02516659805354	0
476	0	0.90968935788293	0	0	0
477	0	1.32726864709836	0.621239423284514	1.10052792931861	0
478	0	1.00248942844096	0.0463355572767714	0.140111951006446	0
479	0	0.842410589611292	0	0	0
480	0	1.36837801041595	1.28724873439919	1.38299719462472	0
481	0	1.06592965020168	0	0.140146535175937	0
482	0	0.358108627803008	0	0	0
483	0	1.1046506191319	0.877976669962049	1.33913611059731	0
484	0	0.469721259526664	0	0	0
485	0	0.925735090217121	0.660856261391332	1.09837429245395	0
486	0	0.84067009393531	0	0	0
487	0	1.34652096783078	0.84147747228462	0.589116750219976	0
488	0	0.0610956952503399	0	0	0
489	0	0.717071884698218	0	0.0906358137132308	0
490	0	1.14953665079715	1.10620070569959	1.02296623549638	0
491	0	1.5985918819308	1.33785002062059	1.14819049401852	0
492	0	0.802129959360153	0	0.104921345080655	0
493	0	0.749603333295691	0	0	0
494	0	1.5002945907093	0.67903430608351	0.178675869019534	0
495	0	0.76820344977069	0	0	0
496	0	1.00415920949428	0.622028213825782	0	0
497	0	0.853162971207793	0	0	0
498	0	1.55217847382395	1.27403187036481	1.1046164894338	0
499	0	0.116303155938298	0	0	0
500	0	1.56149010036829	1.17334460787615	1.2033627566971	0
